Province,Country,Date,Confirmed,Active,Recovered,Deaths
" Norfolk County, MA",US,2020-03-03,1.0,1.0,0.0,0.0
" Norfolk County, MA",US,2020-03-04,1.0,1.0,0.0,0.0
" Norfolk County, MA",US,2020-03-05,1.0,1.0,0.0,0.0
" Norfolk County, MA",US,2020-03-06,2.0,2.0,0.0,0.0
" Norfolk County, MA",US,2020-03-07,2.0,2.0,0.0,0.0
Abruzzo,Italy,2020-05-14,3136.0,1482.0,1275.0,379.0
Abruzzo,Italy,2020-05-15,3148.0,1454.0,1313.0,381.0
Abruzzo,Italy,2020-05-16,3178.0,1423.0,1372.0,383.0
Abruzzo,Italy,2020-05-17,3186.0,1422.0,1379.0,385.0
Abruzzo,Italy,2020-05-18,3193.0,1413.0,1392.0,388.0
Abruzzo,Italy,2020-05-19,3197.0,1389.0,1419.0,389.0
Abruzzo,Italy,2020-05-20,3205.0,1317.0,1499.0,389.0
Abruzzo,Italy,2020-05-21,3212.0,1272.0,1549.0,391.0
Abruzzo,Italy,2020-05-22,3220.0,1179.0,1647.0,394.0
Abruzzo,Italy,2020-05-23,3221.0,1168.0,1659.0,394.0
Abruzzo,Italy,2020-05-24,3226.0,1092.0,1736.0,398.0
Abruzzo,Italy,2020-05-25,3227.0,1046.0,1781.0,400.0
Abruzzo,Italy,2020-05-26,3230.0,909.0,1921.0,400.0
Abruzzo,Italy,2020-05-27,3235.0,866.0,1969.0,400.0
Abruzzo,Italy,2020-05-28,3237.0,824.0,2011.0,402.0
Abruzzo,Italy,2020-05-29,3237.0,770.0,2063.0,404.0
Abruzzo,Italy,2020-05-30,3237.0,770.0,2063.0,404.0
Abruzzo,Italy,2020-05-31,3222.0,753.0,2064.0,405.0
Abruzzo,Italy,2020-06-01,3245.0,744.0,2093.0,408.0
Abruzzo,Italy,2020-06-02,3249.0,743.0,2093.0,413.0
Abruzzo,Italy,2020-06-03,3252.0,736.0,2102.0,414.0
Abruzzo,Italy,2020-06-04,3255.0,704.0,2136.0,415.0
Abruzzo,Italy,2020-06-05,3257.0,670.0,2172.0,415.0
Abruzzo,Italy,2020-06-06,3258.0,653.0,2187.0,418.0
Abruzzo,Italy,2020-06-07,3265.0,653.0,2194.0,418.0
Abruzzo,Italy,2020-06-08,3265.0,632.0,2215.0,418.0
Abruzzo,Italy,2020-06-09,3266.0,567.0,2248.0,451.0
Abruzzo,Italy,2020-06-10,3266.0,550.0,2263.0,453.0
Abruzzo,Italy,2020-06-11,3267.0,539.0,2275.0,453.0
Abruzzo,Italy,2020-06-12,3271.0,528.0,2290.0,453.0
Abruzzo,Italy,2020-06-13,3275.0,509.0,2312.0,454.0
Abruzzo,Italy,2020-06-14,3279.0,511.0,2312.0,456.0
Abruzzo,Italy,2020-06-15,3279.0,486.0,2337.0,456.0
Abruzzo,Italy,2020-06-16,3280.0,468.0,2355.0,457.0
Abruzzo,Italy,2020-06-17,3281.0,438.0,2386.0,457.0
Abruzzo,Italy,2020-06-18,3281.0,434.0,2389.0,458.0
Abruzzo,Italy,2020-06-19,3280.0,407.0,2414.0,459.0
Abruzzo,Italy,2020-06-20,3281.0,404.0,2418.0,459.0
Abruzzo,Italy,2020-06-21,3281.0,403.0,2419.0,459.0
Abruzzo,Italy,2020-06-22,3282.0,394.0,2428.0,460.0
Abruzzo,Italy,2020-06-23,3282.0,391.0,2431.0,460.0
Abruzzo,Italy,2020-06-24,3283.0,378.0,2444.0,461.0
Abruzzo,Italy,2020-06-25,3284.0,371.0,2452.0,461.0
Abruzzo,Italy,2020-06-26,3285.0,358.0,2466.0,461.0
Abruzzo,Italy,2020-06-27,3285.0,337.0,2487.0,461.0
Abruzzo,Italy,2020-06-28,3286.0,284.0,2540.0,462.0
Abruzzo,Italy,2020-06-29,3287.0,282.0,2543.0,462.0
Abruzzo,Italy,2020-06-30,3287.0,197.0,2626.0,464.0
Abruzzo,Italy,2020-07-01,3289.0,170.0,2655.0,464.0
Abruzzo,Italy,2020-07-02,3292.0,160.0,2668.0,464.0
Abruzzo,Italy,2020-07-03,3298.0,156.0,2678.0,464.0
Abruzzo,Italy,2020-07-04,3305.0,159.0,2682.0,464.0
Abruzzo,Italy,2020-07-05,3309.0,163.0,2682.0,464.0
Abruzzo,Italy,2020-07-06,3309.0,156.0,2689.0,464.0
Abruzzo,Italy,2020-07-07,3309.0,153.0,2692.0,464.0
Abruzzo,Italy,2020-07-08,3310.0,145.0,2701.0,464.0
Abruzzo,Italy,2020-07-09,3318.0,147.0,2707.0,464.0
Abruzzo,Italy,2020-07-10,3321.0,148.0,2709.0,464.0
Abruzzo,Italy,2020-07-11,3323.0,147.0,2712.0,464.0
Abruzzo,Italy,2020-07-12,3328.0,150.0,2713.0,465.0
Abruzzo,Italy,2020-07-13,3328.0,143.0,2719.0,466.0
Abruzzo,Italy,2020-07-14,3328.0,121.0,2740.0,467.0
Abruzzo,Italy,2020-07-15,3331.0,124.0,2740.0,467.0
Abruzzo,Italy,2020-07-16,3333.0,120.0,2745.0,468.0
Abruzzo,Italy,2020-07-17,3334.0,119.0,2747.0,468.0
Abruzzo,Italy,2020-07-18,3335.0,117.0,2750.0,468.0
Abruzzo,Italy,2020-07-19,3336.0,117.0,2751.0,468.0
Abruzzo,Italy,2020-07-20,3342.0,121.0,2753.0,468.0
Abruzzo,Italy,2020-07-21,3344.0,116.0,2758.0,470.0
Abruzzo,Italy,2020-07-22,3342.0,109.0,2763.0,470.0
Abruzzo,Italy,2020-07-23,3352.0,115.0,2767.0,470.0
Abruzzo,Italy,2020-07-24,3356.0,113.0,2773.0,470.0
Abruzzo,Italy,2020-07-25,3359.0,112.0,2777.0,470.0
Abruzzo,Italy,2020-07-26,3359.0,112.0,2777.0,470.0
Abruzzo,Italy,2020-07-27,3368.0,114.0,2783.0,471.0
Abruzzo,Italy,2020-07-28,3369.0,107.0,2790.0,472.0
Abruzzo,Italy,2020-07-29,3373.0,109.0,2792.0,472.0
Abruzzo,Italy,2020-07-30,3377.0,106.0,2799.0,472.0
Abruzzo,Italy,2020-07-31,3382.0,111.0,2799.0,472.0
Abruzzo,Italy,2020-08-01,3387.0,115.0,2800.0,472.0
Abruzzo,Italy,2020-08-02,3389.0,116.0,2801.0,472.0
Abruzzo,Italy,2020-08-03,3398.0,124.0,2802.0,472.0
Abruzzo,Italy,2020-08-04,3401.0,125.0,2804.0,472.0
Abruzzo,Italy,2020-08-05,3420.0,140.0,2808.0,472.0
Abruzzo,Italy,2020-08-06,3435.0,153.0,2810.0,472.0
Abruzzo,Italy,2020-08-07,3474.0,190.0,2812.0,472.0
Abruzzo,Italy,2020-08-08,3486.0,197.0,2817.0,472.0
Abruzzo,Italy,2020-08-09,3502.0,213.0,2817.0,472.0
Abruzzo,Italy,2020-08-10,3509.0,219.0,2818.0,472.0
Abruzzo,Italy,2020-08-11,3512.0,219.0,2821.0,472.0
Abruzzo,Italy,2020-08-12,3516.0,221.0,2823.0,472.0
Abruzzo,Italy,2020-08-13,3532.0,234.0,2826.0,472.0
Abruzzo,Italy,2020-08-14,3545.0,242.0,2831.0,472.0
Abruzzo,Italy,2020-08-15,3558.0,252.0,2834.0,472.0
Abruzzo,Italy,2020-08-16,3560.0,254.0,2834.0,472.0
Abruzzo,Italy,2020-08-17,3565.0,255.0,2838.0,472.0
Abruzzo,Italy,2020-08-18,3570.0,258.0,2840.0,472.0
Abruzzo,Italy,2020-08-19,3577.0,265.0,2840.0,472.0
Abruzzo,Italy,2020-08-20,3581.0,268.0,2841.0,472.0
Abruzzo,Italy,2020-08-21,3604.0,289.0,2843.0,472.0
Abruzzo,Italy,2020-08-22,3628.0,313.0,2843.0,472.0
Abruzzo,Italy,2020-08-23,3648.0,332.0,2844.0,472.0
Abruzzo,Italy,2020-08-24,3652.0,336.0,2844.0,472.0
Abruzzo,Italy,2020-08-25,3662.0,342.0,2848.0,472.0
Abruzzo,Italy,2020-08-26,3687.0,366.0,2849.0,472.0
Abruzzo,Italy,2020-08-27,3705.0,381.0,2852.0,472.0
Abruzzo,Italy,2020-08-28,3725.0,383.0,2870.0,472.0
Abruzzo,Italy,2020-08-29,3739.0,395.0,2872.0,472.0
Abruzzo,Italy,2020-08-30,3773.0,429.0,2872.0,472.0
Acre,Brazil,2020-05-20,2817.0,2741.0,0.0,76.0
Acre,Brazil,2020-05-21,3103.0,3025.0,0.0,78.0
Acre,Brazil,2020-05-22,3343.0,3263.0,0.0,80.0
Acre,Brazil,2020-05-23,3867.0,3780.0,0.0,87.0
Acre,Brazil,2020-05-24,4160.0,4068.0,0.0,92.0
Acre,Brazil,2020-05-25,4501.0,4404.0,0.0,97.0
Acre,Brazil,2020-05-26,4781.0,4676.0,0.0,105.0
Acre,Brazil,2020-05-27,5251.0,5138.0,0.0,113.0
Acre,Brazil,2020-05-28,5600.0,5478.0,0.0,122.0
Acre,Brazil,2020-05-29,5841.0,5706.0,0.0,135.0
Acre,Brazil,2020-05-30,6072.0,5930.0,0.0,142.0
Acre,Brazil,2020-05-31,6219.0,6071.0,0.0,148.0
Acre,Brazil,2020-06-01,6326.0,6165.0,0.0,161.0
Acre,Brazil,2020-06-02,6465.0,6300.0,0.0,165.0
Acre,Brazil,2020-06-03,6679.0,6508.0,0.0,171.0
Acre,Brazil,2020-06-04,7021.0,6840.0,0.0,181.0
Acre,Brazil,2020-06-05,7284.0,7094.0,0.0,190.0
Acre,Brazil,2020-06-06,7525.0,7324.0,0.0,201.0
Acre,Brazil,2020-06-07,7983.0,7776.0,0.0,207.0
Acre,Brazil,2020-06-08,8128.0,3804.0,4113.0,211.0
Acre,Brazil,2020-06-09,8457.0,3898.0,4336.0,223.0
Acre,Brazil,2020-06-10,8746.0,4173.0,4336.0,237.0
Acre,Brazil,2020-06-11,9091.0,4071.0,4775.0,245.0
Acre,Brazil,2020-06-12,9295.0,4266.0,4775.0,254.0
Acre,Brazil,2020-06-13,9534.0,4235.0,5043.0,256.0
Acre,Brazil,2020-06-14,9642.0,4275.0,5108.0,259.0
Acre,Brazil,2020-06-15,9771.0,4282.0,5224.0,265.0
Acre,Brazil,2020-06-16,10003.0,4349.0,5383.0,271.0
Acre,Brazil,2020-06-17,10339.0,4492.0,5566.0,281.0
Acre,Brazil,2020-06-18,10664.0,4811.0,5566.0,287.0
Acre,Brazil,2020-06-19,10987.0,4755.0,5940.0,292.0
Acre,Brazil,2020-06-20,10987.0,4601.0,6089.0,297.0
Acre,Brazil,2020-06-21,11381.0,4992.0,6089.0,300.0
Acre,Brazil,2020-06-22,11539.0,4964.0,6270.0,305.0
Acre,Brazil,2020-06-23,11810.0,5219.0,6270.0,321.0
Acre,Brazil,2020-06-24,12022.0,5426.0,6270.0,326.0
Acre,Brazil,2020-06-25,12304.0,5699.0,6270.0,335.0
Acre,Brazil,2020-06-26,12644.0,6031.0,6270.0,343.0
Acre,Brazil,2020-06-27,12913.0,6292.0,6270.0,351.0
Acre,Brazil,2020-06-28,13058.0,6435.0,6270.0,353.0
Acre,Brazil,2020-06-29,13146.0,6515.0,6270.0,361.0
Acre,Brazil,2020-06-30,13253.0,6618.0,6270.0,365.0
Acre,Brazil,2020-07-01,13715.0,5695.0,7650.0,370.0
Acre,Brazil,2020-07-02,14048.0,6020.0,7650.0,378.0
Acre,Brazil,2020-07-03,14112.0,6075.0,7650.0,387.0
Acre,Brazil,2020-07-04,14487.0,6446.0,7650.0,391.0
Acre,Brazil,2020-07-05,14622.0,6581.0,7650.0,391.0
Acre,Brazil,2020-07-06,14688.0,6051.0,8243.0,394.0
Acre,Brazil,2020-07-07,14941.0,6082.0,8460.0,399.0
Acre,Brazil,2020-07-08,15167.0,6159.0,8604.0,404.0
Acre,Brazil,2020-07-09,15465.0,6450.0,8604.0,411.0
Acre,Brazil,2020-07-10,15768.0,6426.0,8925.0,417.0
Acre,Brazil,2020-07-11,16080.0,6533.0,9128.0,419.0
Acre,Brazil,2020-07-12,16190.0,6566.0,9198.0,426.0
Acre,Brazil,2020-07-13,16260.0,6632.0,9198.0,430.0
Acre,Brazil,2020-07-14,16479.0,6845.0,9198.0,436.0
Acre,Brazil,2020-07-15,16672.0,7028.0,9198.0,446.0
Acre,Brazil,2020-07-16,16865.0,6745.0,9673.0,447.0
Acre,Brazil,2020-07-17,16965.0,6816.0,9697.0,452.0
Acre,Brazil,2020-07-18,17202.0,7048.0,9697.0,457.0
Acre,Brazil,2020-07-19,17295.0,6977.0,9858.0,460.0
Acre,Brazil,2020-07-20,17462.0,7139.0,9858.0,465.0
Acre,Brazil,2020-07-21,17700.0,7373.0,9858.0,469.0
Acre,Brazil,2020-07-22,17979.0,7651.0,9858.0,470.0
Acre,Brazil,2020-07-23,18157.0,7825.0,9858.0,474.0
Acre,Brazil,2020-07-24,18393.0,8055.0,9858.0,480.0
Acre,Brazil,2020-07-25,18657.0,8316.0,9858.0,483.0
Acre,Brazil,2020-07-26,18745.0,7578.0,10681.0,486.0
Acre,Brazil,2020-07-27,18783.0,7609.0,10681.0,493.0
Acre,Brazil,2020-07-28,19132.0,7951.0,10681.0,500.0
Acre,Brazil,2020-07-29,19366.0,5132.0,13724.0,510.0
Acre,Brazil,2020-07-30,19573.0,5328.0,13724.0,521.0
Acre,Brazil,2020-07-31,19625.0,5370.0,13724.0,531.0
Acre,Brazil,2020-08-01,19930.0,5671.0,13724.0,535.0
Acre,Brazil,2020-08-02,19966.0,5312.0,14117.0,537.0
Acre,Brazil,2020-08-03,20339.0,5646.0,14154.0,539.0
Acre,Brazil,2020-08-04,20708.0,5623.0,14540.0,545.0
Acre,Brazil,2020-08-05,21033.0,5946.0,14540.0,547.0
Acre,Brazil,2020-08-06,21263.0,6171.0,14540.0,552.0
Acre,Brazil,2020-08-07,21376.0,6014.0,14806.0,556.0
Acre,Brazil,2020-08-08,21498.0,6015.0,14924.0,559.0
Acre,Brazil,2020-08-09,21587.0,6094.0,14932.0,561.0
Acre,Brazil,2020-08-10,21619.0,6125.0,14932.0,562.0
Acre,Brazil,2020-08-11,21757.0,6260.0,14932.0,565.0
Acre,Brazil,2020-08-12,21993.0,6117.0,15307.0,569.0
Acre,Brazil,2020-08-13,22242.0,6361.0,15307.0,574.0
Acre,Brazil,2020-08-14,22435.0,6552.0,15307.0,576.0
Acre,Brazil,2020-08-15,22516.0,6435.0,15505.0,576.0
Acre,Brazil,2020-08-16,22548.0,6467.0,15505.0,576.0
Acre,Brazil,2020-08-17,22605.0,6403.0,15620.0,582.0
Acre,Brazil,2020-08-18,22933.0,6723.0,15620.0,590.0
Acre,Brazil,2020-08-19,23146.0,4014.0,18541.0,591.0
Acre,Brazil,2020-08-20,23322.0,4126.0,18601.0,595.0
Acre,Brazil,2020-08-21,23337.0,4138.0,18601.0,598.0
Acre,Brazil,2020-08-22,23665.0,4466.0,18601.0,598.0
Acre,Brazil,2020-08-23,23719.0,4271.0,18848.0,600.0
Acre,Brazil,2020-08-24,23729.0,4277.0,18848.0,604.0
Acre,Brazil,2020-08-25,23936.0,4401.0,18928.0,607.0
Acre,Brazil,2020-08-26,24119.0,4584.0,18928.0,607.0
Acre,Brazil,2020-08-27,24269.0,4734.0,18928.0,607.0
Acre,Brazil,2020-08-28,24462.0,4926.0,18928.0,608.0
Acre,Brazil,2020-08-29,24601.0,4548.0,19445.0,608.0
Acre,Brazil,2020-08-30,24638.0,4584.0,19445.0,609.0
Adygea Republic,Russia,2020-06-01,874.0,471.0,394.0,9.0
Adygea Republic,Russia,2020-06-02,890.0,468.0,413.0,9.0
Adygea Republic,Russia,2020-06-03,904.0,430.0,465.0,9.0
Adygea Republic,Russia,2020-06-04,937.0,441.0,487.0,9.0
Adygea Republic,Russia,2020-06-05,962.0,434.0,519.0,9.0
Adygea Republic,Russia,2020-06-06,995.0,445.0,540.0,10.0
Adygea Republic,Russia,2020-06-07,1025.0,438.0,577.0,10.0
Adygea Republic,Russia,2020-06-08,1069.0,453.0,606.0,10.0
Adygea Republic,Russia,2020-06-09,1115.0,487.0,618.0,10.0
Adygea Republic,Russia,2020-06-10,1158.0,495.0,651.0,12.0
Adygea Republic,Russia,2020-06-11,1213.0,527.0,674.0,12.0
Adygea Republic,Russia,2020-06-12,1251.0,531.0,708.0,12.0
Adygea Republic,Russia,2020-06-13,1278.0,514.0,752.0,12.0
Adygea Republic,Russia,2020-06-14,1311.0,528.0,771.0,12.0
Adygea Republic,Russia,2020-06-15,1340.0,532.0,796.0,12.0
Adygea Republic,Russia,2020-06-16,1389.0,560.0,817.0,12.0
Adygea Republic,Russia,2020-06-17,1415.0,545.0,858.0,12.0
Adygea Republic,Russia,2020-06-18,1446.0,538.0,896.0,12.0
Adygea Republic,Russia,2020-06-19,1484.0,555.0,917.0,12.0
Adygea Republic,Russia,2020-06-20,1511.0,553.0,946.0,12.0
Adygea Republic,Russia,2020-06-21,1541.0,542.0,987.0,12.0
Adygea Republic,Russia,2020-06-22,1569.0,555.0,1002.0,12.0
Adygea Republic,Russia,2020-06-23,1607.0,567.0,1028.0,12.0
Adygea Republic,Russia,2020-06-24,1647.0,539.0,1096.0,12.0
Adygea Republic,Russia,2020-06-25,1682.0,551.0,1119.0,12.0
Adygea Republic,Russia,2020-06-26,1712.0,551.0,1149.0,12.0
Adygea Republic,Russia,2020-06-27,1746.0,552.0,1182.0,12.0
Adygea Republic,Russia,2020-06-28,1795.0,544.0,1239.0,12.0
Adygea Republic,Russia,2020-06-29,1847.0,544.0,1291.0,12.0
Adygea Republic,Russia,2020-06-30,1898.0,582.0,1302.0,14.0
Adygea Republic,Russia,2020-07-01,1935.0,581.0,1340.0,14.0
Adygea Republic,Russia,2020-07-02,1981.0,604.0,1363.0,14.0
Adygea Republic,Russia,2020-07-03,2039.0,611.0,1414.0,14.0
Adygea Republic,Russia,2020-07-04,2068.0,615.0,1439.0,14.0
Adygea Republic,Russia,2020-07-05,2094.0,609.0,1471.0,14.0
Adygea Republic,Russia,2020-07-06,2121.0,605.0,1502.0,14.0
Adygea Republic,Russia,2020-07-07,2145.0,585.0,1546.0,14.0
Adygea Republic,Russia,2020-07-08,2167.0,552.0,1601.0,14.0
Adygea Republic,Russia,2020-07-09,2187.0,547.0,1626.0,14.0
Adygea Republic,Russia,2020-07-10,2205.0,520.0,1671.0,14.0
Adygea Republic,Russia,2020-07-11,2224.0,509.0,1701.0,14.0
Adygea Republic,Russia,2020-07-12,2242.0,494.0,1734.0,14.0
Adygea Republic,Russia,2020-07-13,2258.0,504.0,1740.0,14.0
Adygea Republic,Russia,2020-07-14,2275.0,476.0,1785.0,14.0
Adygea Republic,Russia,2020-07-15,2291.0,434.0,1843.0,14.0
Adygea Republic,Russia,2020-07-16,2308.0,424.0,1868.0,16.0
Adygea Republic,Russia,2020-07-17,2326.0,428.0,1882.0,16.0
Adygea Republic,Russia,2020-07-18,2344.0,437.0,1891.0,16.0
Adygea Republic,Russia,2020-07-19,2364.0,447.0,1901.0,16.0
Adygea Republic,Russia,2020-07-20,2384.0,458.0,1910.0,16.0
Adygea Republic,Russia,2020-07-21,2411.0,465.0,1930.0,16.0
Adygea Republic,Russia,2020-07-22,2436.0,475.0,1944.0,17.0
Adygea Republic,Russia,2020-07-23,2470.0,478.0,1974.0,18.0
Adygea Republic,Russia,2020-07-24,2496.0,500.0,1978.0,18.0
Adygea Republic,Russia,2020-07-25,2530.0,504.0,2008.0,18.0
Adygea Republic,Russia,2020-07-26,2568.0,525.0,2023.0,20.0
Adygea Republic,Russia,2020-07-27,2604.0,552.0,2032.0,20.0
Adygea Republic,Russia,2020-07-28,2642.0,579.0,2043.0,20.0
Adygea Republic,Russia,2020-07-29,2679.0,589.0,2070.0,20.0
Adygea Republic,Russia,2020-07-30,2714.0,613.0,2081.0,20.0
Adygea Republic,Russia,2020-07-31,2747.0,615.0,2112.0,20.0
Adygea Republic,Russia,2020-08-01,2775.0,625.0,2130.0,20.0
Adygea Republic,Russia,2020-08-02,2803.0,646.0,2137.0,20.0
Adygea Republic,Russia,2020-08-03,2830.0,655.0,2155.0,20.0
Adygea Republic,Russia,2020-08-04,2855.0,670.0,2164.0,21.0
Adygea Republic,Russia,2020-08-05,2880.0,679.0,2180.0,21.0
Adygea Republic,Russia,2020-08-06,2906.0,678.0,2207.0,21.0
Adygea Republic,Russia,2020-08-07,2930.0,655.0,2254.0,21.0
Adygea Republic,Russia,2020-08-08,2955.0,646.0,2288.0,21.0
Adygea Republic,Russia,2020-08-09,2975.0,666.0,2288.0,21.0
Adygea Republic,Russia,2020-08-10,2995.0,655.0,2319.0,21.0
Adygea Republic,Russia,2020-08-11,3016.0,617.0,2378.0,21.0
Adygea Republic,Russia,2020-08-12,3035.0,570.0,2443.0,22.0
Adygea Republic,Russia,2020-08-13,3055.0,554.0,2479.0,22.0
Adygea Republic,Russia,2020-08-14,3076.0,552.0,2502.0,22.0
Adygea Republic,Russia,2020-08-15,3095.0,534.0,2538.0,23.0
Adygea Republic,Russia,2020-08-16,3113.0,552.0,2538.0,23.0
Adygea Republic,Russia,2020-08-17,3129.0,523.0,2583.0,23.0
Adygea Republic,Russia,2020-08-18,3144.0,515.0,2605.0,24.0
Adygea Republic,Russia,2020-08-19,3161.0,508.0,2629.0,24.0
Adygea Republic,Russia,2020-08-20,3179.0,501.0,2654.0,24.0
Adygea Republic,Russia,2020-08-21,3195.0,497.0,2673.0,25.0
Adygea Republic,Russia,2020-08-22,3214.0,495.0,2694.0,25.0
Adygea Republic,Russia,2020-08-23,3234.0,491.0,2718.0,25.0
Adygea Republic,Russia,2020-08-24,3254.0,488.0,2741.0,25.0
Adygea Republic,Russia,2020-08-25,3273.0,485.0,2762.0,26.0
Adygea Republic,Russia,2020-08-26,3291.0,479.0,2786.0,26.0
Adygea Republic,Russia,2020-08-27,3308.0,479.0,2803.0,26.0
Adygea Republic,Russia,2020-08-28,3327.0,478.0,2822.0,27.0
Adygea Republic,Russia,2020-08-29,3346.0,473.0,2846.0,27.0
Adygea Republic,Russia,2020-08-30,3364.0,491.0,2846.0,27.0
Aguascalientes,Mexico,2020-05-20,558.0,153.0,384.0,21.0
Aguascalientes,Mexico,2020-05-21,586.0,163.0,402.0,21.0
Aguascalientes,Mexico,2020-05-22,609.0,179.0,405.0,25.0
Aguascalientes,Mexico,2020-05-23,614.0,176.0,412.0,26.0
Aguascalientes,Mexico,2020-05-24,616.0,157.0,433.0,26.0
Aguascalientes,Mexico,2020-05-25,649.0,159.0,464.0,26.0
Aguascalientes,Mexico,2020-05-26,676.0,173.0,473.0,30.0
Aguascalientes,Mexico,2020-05-27,716.0,190.0,494.0,32.0
Aguascalientes,Mexico,2020-05-28,769.0,213.0,523.0,33.0
Aguascalientes,Mexico,2020-05-29,797.0,219.0,545.0,33.0
Aguascalientes,Mexico,2020-05-30,816.0,224.0,557.0,35.0
Aguascalientes,Mexico,2020-05-31,816.0,207.0,574.0,35.0
Aguascalientes,Mexico,2020-06-01,841.0,210.0,596.0,35.0
Aguascalientes,Mexico,2020-06-02,890.0,239.0,616.0,35.0
Aguascalientes,Mexico,2020-06-03,939.0,253.0,650.0,36.0
Aguascalientes,Mexico,2020-06-04,1035.0,314.0,683.0,38.0
Aguascalientes,Mexico,2020-06-05,1072.0,321.0,703.0,48.0
Aguascalientes,Mexico,2020-06-06,1104.0,330.0,723.0,51.0
Aguascalientes,Mexico,2020-06-07,1104.0,301.0,752.0,51.0
Aguascalientes,Mexico,2020-06-08,1160.0,315.0,792.0,53.0
Aguascalientes,Mexico,2020-06-09,1222.0,331.0,835.0,56.0
Aguascalientes,Mexico,2020-06-10,1251.0,328.0,864.0,59.0
Aguascalientes,Mexico,2020-06-11,1320.0,352.0,901.0,67.0
Aguascalientes,Mexico,2020-06-12,1401.0,396.0,936.0,69.0
Aguascalientes,Mexico,2020-06-13,1431.0,393.0,968.0,70.0
Aguascalientes,Mexico,2020-06-14,1431.0,353.0,1008.0,70.0
Aguascalientes,Mexico,2020-06-15,1467.0,318.0,1078.0,71.0
Aguascalientes,Mexico,2020-06-16,1561.0,347.0,1130.0,84.0
Aguascalientes,Mexico,2020-06-17,1619.0,366.0,1160.0,93.0
Aguascalientes,Mexico,2020-06-18,1684.0,394.0,1192.0,98.0
Aguascalientes,Mexico,2020-06-19,1757.0,403.0,1248.0,106.0
Aguascalientes,Mexico,2020-06-20,1819.0,403.0,1307.0,109.0
Aguascalientes,Mexico,2020-06-21,1876.0,415.0,1351.0,110.0
Aguascalientes,Mexico,2020-06-22,1906.0,375.0,1419.0,112.0
Aguascalientes,Mexico,2020-06-23,1960.0,378.0,1468.0,114.0
Aguascalientes,Mexico,2020-06-24,2035.0,385.0,1531.0,119.0
Aguascalientes,Mexico,2020-06-25,2071.0,381.0,1568.0,122.0
Aguascalientes,Mexico,2020-06-26,2131.0,401.0,1601.0,129.0
Aguascalientes,Mexico,2020-06-27,2161.0,384.0,1643.0,134.0
Aguascalientes,Mexico,2020-06-28,2219.0,383.0,1702.0,134.0
Aguascalientes,Mexico,2020-06-29,2257.0,345.0,1772.0,140.0
Aguascalientes,Mexico,2020-06-30,2340.0,367.0,1827.0,146.0
Aguascalientes,Mexico,2020-07-01,2363.0,335.0,1877.0,151.0
Aguascalientes,Mexico,2020-07-02,2399.0,312.0,1933.0,154.0
Aguascalientes,Mexico,2020-07-03,2415.0,284.0,1975.0,156.0
Aguascalientes,Mexico,2020-07-04,2438.0,262.0,2018.0,158.0
Aguascalientes,Mexico,2020-07-05,2440.0,217.0,2065.0,158.0
Aguascalientes,Mexico,2020-07-06,2530.0,238.0,2129.0,163.0
Aguascalientes,Mexico,2020-07-07,2624.0,290.0,2163.0,171.0
Aguascalientes,Mexico,2020-07-08,2731.0,349.0,2207.0,175.0
Aguascalientes,Mexico,2020-07-09,2775.0,356.0,2240.0,179.0
Aguascalientes,Mexico,2020-07-10,2829.0,381.0,2263.0,185.0
Aguascalientes,Mexico,2020-07-11,2875.0,367.0,2323.0,185.0
Aguascalientes,Mexico,2020-07-12,2905.0,349.0,2371.0,185.0
Aguascalientes,Mexico,2020-07-13,2977.0,360.0,2430.0,187.0
Aguascalientes,Mexico,2020-07-14,3052.0,376.0,2483.0,193.0
Aguascalientes,Mexico,2020-07-15,3083.0,332.0,2558.0,193.0
Aguascalientes,Mexico,2020-07-16,3207.0,401.0,2605.0,201.0
Aguascalientes,Mexico,2020-07-17,3235.0,401.0,2629.0,205.0
Aguascalientes,Mexico,2020-07-18,3378.0,401.0,2770.0,207.0
Aguascalientes,Mexico,2020-07-19,3417.0,556.0,2654.0,207.0
Aguascalientes,Mexico,2020-07-20,3486.0,532.0,2745.0,209.0
Aguascalientes,Mexico,2020-07-21,3544.0,531.0,2793.0,220.0
Aguascalientes,Mexico,2020-07-22,3600.0,532.0,2848.0,220.0
Aguascalientes,Mexico,2020-07-23,3620.0,507.0,2889.0,224.0
Aguascalientes,Mexico,2020-07-24,3692.0,526.0,2935.0,231.0
Aguascalientes,Mexico,2020-07-25,3763.0,527.0,2993.0,243.0
Aguascalientes,Mexico,2020-07-26,3777.0,475.0,3059.0,243.0
Aguascalientes,Mexico,2020-07-27,3777.0,412.0,3122.0,243.0
Aguascalientes,Mexico,2020-07-28,3883.0,422.0,3214.0,247.0
Aguascalientes,Mexico,2020-07-29,3927.0,420.0,3260.0,247.0
Aguascalientes,Mexico,2020-07-30,3983.0,491.0,3239.0,253.0
Aguascalientes,Mexico,2020-07-31,4028.0,405.0,3363.0,260.0
Aguascalientes,Mexico,2020-08-01,4120.0,450.0,3407.0,263.0
Aguascalientes,Mexico,2020-08-02,4120.0,365.0,3492.0,263.0
Aguascalientes,Mexico,2020-08-03,4168.0,349.0,3555.0,264.0
Aguascalientes,Mexico,2020-08-04,4229.0,360.0,3600.0,269.0
Aguascalientes,Mexico,2020-08-05,4257.0,375.0,3609.0,273.0
